sample	transcript	n	mean	sigma	prop	min	conv	synthrate	synthrate_norm
mmu_dRNA_3T3_mion_1	ENSMUST00000000001	216	1842.12380538068	929.64969689421	0.560317472712019	234	1	0.000792456582569662	0.000792456582569662
mmu_dRNA_3T3_mion_1	ENSMUST00000000010	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000028	41	1360.36688670394	468.99485435674	0.52508992344574	202	1	0.000954500511642059	0.000954500511642059
mmu_dRNA_3T3_mion_1	ENSMUST00000000033	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000058	114	1612.40231399213	776.754821012511	0.559529416868583	222	1	0.000913619862986677	0.000913619862986677
mmu_dRNA_3T3_mion_1	ENSMUST00000000080	84	1687.49440886454	736.439225058497	0.54406607591071	313	1	0.000868173973586367	0.000868173973586367
mmu_dRNA_3T3_mion_1	ENSMUST00000000087	78	1722.48110595108	863.995463193676	0.568824248763014	247	1	0.000894108288031063	0.000894108288031063
mmu_dRNA_3T3_mion_1	ENSMUST00000000090	600	714.828886935877	60.019772399561	0.357308768912088	154	1	0.000991313282287754	0.000991313282287754
mmu_dRNA_3T3_mion_1	ENSMUST00000000095	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000096	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000128	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000129	38	2327.14548664345	831.464383309777	0.526220862520377	353	1	0.000562617159618932	0.000562617159618932
mmu_dRNA_3T3_mion_1	ENSMUST00000000137	307	1524.78557458735	841.624274008944	0.552568616717769	190	1	0.000925226936927748	0.000925226936927748
mmu_dRNA_3T3_mion_1	ENSMUST00000000145	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000153	127	2008.64111530443	960.611372346676	0.548445766083272	185	1	0.00066601558863856	0.00066601558863856
mmu_dRNA_3T3_mion_1	ENSMUST00000000171	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000175	161	1280.20495061713	31.3164382745023	0.530774238971616	200	1	0.00104718117314946	0.00104718117314946
mmu_dRNA_3T3_mion_1	ENSMUST00000000188	181	1677.41472743093	1074.527221226	0.582128545508834	189	1	0.000935949103653552	0.000935949103653552
mmu_dRNA_3T3_mion_1	ENSMUST00000000193	87	862.409528462942	18.5975210260097	0.468034346956846	215	1	0.00135898619702371	0.00135898619702371
mmu_dRNA_3T3_mion_1	ENSMUST00000000194	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000199	125	1712.44242251963	916.833117753318	0.540056839992119	207	1	0.000779957890856966	0.000779957890856966
mmu_dRNA_3T3_mion_1	ENSMUST00000000260	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000266	86	1774.83527802047	67.7323340035908	0.660782210478046	215	1	0.00124882327497034	0.00124882327497034
mmu_dRNA_3T3_mion_1	ENSMUST00000000284	22	2329.65243428391	1015.80579649986	0.491333899840917	208	1	0.000455270692851217	0.000455270692851217
mmu_dRNA_3T3_mion_1	ENSMUST00000000287	333	2048.9470821847	49.0377037824402	0.725072257871332	204	0	0.00142948238946135	0.00142948238946135
mmu_dRNA_3T3_mion_1	ENSMUST00000000291	50	1825.14192936231	1115.64132367113	0.591334775626999	274	1	0.000932855120577269	0.000932855120577269
mmu_dRNA_3T3_mion_1	ENSMUST00000000299	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000304	79	887.833955366481	150.103772615668	0.440981154885267	200	1	0.00114685885088622	0.00114685885088622
mmu_dRNA_3T3_mion_1	ENSMUST00000000310	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000335	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000348	109	1504.28678726056	41.0339426654962	0.592025883913016	283	1	0.00118820240234821	0.00118820240234821
mmu_dRNA_3T3_mion_1	ENSMUST00000000349	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000356	351	1844.51471745097	79.5253475443986	0.763723991329099	179	1	0.00194074436116012	0.00194074436116012
mmu_dRNA_3T3_mion_1	ENSMUST00000000365	94	900.18634657098	63.4396099424986	0.519996245869776	272	1	0.00172451541713089	0.00172451541713089
mmu_dRNA_3T3_mion_1	ENSMUST00000000384	54	1727.14830021342	797.528846900623	0.534678911141993	293	1	0.000801209807441034	0.000801209807441034
mmu_dRNA_3T3_mion_1	ENSMUST00000000388	75	1872.59321853089	68.5341011196323	0.673522181098014	263	1	0.00128168732331287	0.00128168732331287
mmu_dRNA_3T3_mion_1	ENSMUST00000000394	60	2288.97823388547	309.884107198085	0.673973377865664	224	1	0.00100109248085214	0.00100109248085214
mmu_dRNA_3T3_mion_1	ENSMUST00000000430	49	1686.92776741567	856.699548106086	0.523739026250746	194	1	0.000736599034318244	0.000736599034318244
mmu_dRNA_3T3_mion_1	ENSMUST00000000449	53	1423.08182563914	646.663858483193	0.558978889053537	285	1	0.00111368543334313	0.00111368543334313
mmu_dRNA_3T3_mion_1	ENSMUST00000000451	43	2929.25315862558	134.952585705491	0.670713345712725	292	1	0.000772344391677338	0.000772344391677338
mmu_dRNA_3T3_mion_1	ENSMUST00000000466	192	1739.81885637957	36.9829617712808	0.757220261466826	172	1	0.0019893623910747	0.0019893623910747
mmu_dRNA_3T3_mion_1	ENSMUST00000000476	67	1989.13942900883	1010.02904540015	0.548461691046215	231	1	0.000690873257801639	0.000690873257801639
mmu_dRNA_3T3_mion_1	ENSMUST00000000505	282	1762.0248542491	634.757813779928	0.537271051712104	219	1	0.000752478074370143	0.000752478074370143
mmu_dRNA_3T3_mion_1	ENSMUST00000000514	13	1145.2569984944	357.836839020116	0.517376893897343	321	1	0.00130057761700314	0.00130057761700314
mmu_dRNA_3T3_mion_1	ENSMUST00000000542	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000543	16	1221.70484343147	608.997183073604	0.596961522333191	308	1	0.00162104063813803	0.00162104063813803
mmu_dRNA_3T3_mion_1	ENSMUST00000000544	14	2012.43666544255	985.383798841761	0.624455568438036	237	1	0.000936558762294696	0.000936558762294696
mmu_dRNA_3T3_mion_1	ENSMUST00000000573	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000579	370	1553.22383802162	995.73238266526	0.587652470558262	192	1	0.00104695405547263	0.00104695405547263
mmu_dRNA_3T3_mion_1	ENSMUST00000000590	63	1782.82329520867	1044.60345492998	0.59182909820025	293	1	0.000973239019330477	0.000973239019330477
mmu_dRNA_3T3_mion_1	ENSMUST00000000594	80	1062.83473656606	404.318895709356	0.441268925141266	189	1	0.000903797662884069	0.000903797662884069
mmu_dRNA_3T3_mion_1	ENSMUST00000000608	11	1492.37328471537	860.508003702198	0.612249626824291	241	1	0.00126179681125405	0.00126179681125405
mmu_dRNA_3T3_mion_1	ENSMUST00000000619	70	1751.63581844992	973.560498432543	0.55233580361087	211	1	0.000800849380536629	0.000800849380536629
mmu_dRNA_3T3_mion_1	ENSMUST00000000642	30	1655.02108869386	753.006062559669	0.521260588757385	316	1	0.000813145554330971	0.000813145554330971
mmu_dRNA_3T3_mion_1	ENSMUST00000000645	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000707	152	2113.36204260117	644.577594831858	0.550745294876112	226	1	0.000649535578664565	0.000649535578664565
mmu_dRNA_3T3_mion_1	ENSMUST00000000724	24	1573.96758474763	730.791943590952	0.548060572422198	209	1	0.000888435678356532	0.000888435678356532
mmu_dRNA_3T3_mion_1	ENSMUST00000000727	102	1826.06634533715	885.02106343559	0.542836814720323	183	1	0.00072267485386948	0.00072267485386948
mmu_dRNA_3T3_mion_1	ENSMUST00000000746	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000755	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000756	5641	775.052950988263	45.4769321701014	0.329938760069087	123	1	0.000755154781437472	0.000755154781437472
mmu_dRNA_3T3_mion_1	ENSMUST00000000759	163	2005.83381006084	139.597823493455	0.776886347100044	175	0	0.00190187696593913	0.00190187696593913
mmu_dRNA_3T3_mion_1	ENSMUST00000000767	54	2051.56972760248	840.86702459564	0.554353248227099	302	1	0.000710991806007648	0.000710991806007648
mmu_dRNA_3T3_mion_1	ENSMUST00000000769	974	1460.18400786707	39.2066545599596	0.627186858238227	158	1	0.00129191333013069	0.00129191333013069
mmu_dRNA_3T3_mion_1	ENSMUST00000000776	51	1874.33364867565	933.384460162884	0.5353225497706	241	1	0.000705324599720585	0.000705324599720585
mmu_dRNA_3T3_mion_1	ENSMUST00000000793	16	1284.69448466995	427.214545201481	0.491190111116698	277	1	0.000957999295786014	0.000957999295786014
mmu_dRNA_3T3_mion_1	ENSMUST00000000804	369	1831.4793257209	1195.5882445072	0.591200501130832	209	1	0.000891343839508729	0.000891343839508729
mmu_dRNA_3T3_mion_1	ENSMUST00000000828	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000844	24	1340.48470740898	559.49844482703	0.536696652379832	302	1	0.0011154839930141	0.0011154839930141
mmu_dRNA_3T3_mion_1	ENSMUST00000000894	17	1205.62360701006	900.13086344758	0.679424975740952	278	1	0.00228475707747152	0.00228475707747152
mmu_dRNA_3T3_mion_1	ENSMUST00000000896	20	1104.19518056258	447.186297931617	0.57679225908787	341	1	0.00178578923741419	0.00178578923741419
mmu_dRNA_3T3_mion_1	ENSMUST00000000901	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000924	17	2287.21206195932	34.1924992641317	0.773390637151449	378	0	0.00178758577866025	0.00178758577866025
mmu_dRNA_3T3_mion_1	ENSMUST00000000925	142	1672.80149449568	45.1137273846787	0.66015138151098	225	1	0.00134168018884417	0.00134168018884417
mmu_dRNA_3T3_mion_1	ENSMUST00000000939	58	1202.73869563636	731.201695988406	0.588360510313586	203	1	0.00142968375583789	0.00142968375583789
mmu_dRNA_3T3_mion_1	ENSMUST00000000940	60	1198.22925354308	474.912057684419	0.527083358915751	217	1	0.00113585847068394	0.00113585847068394
mmu_dRNA_3T3_mion_1	ENSMUST00000000958	33	1904.09805539014	30.3237632414275	0.685210682117089	360	1	0.00140970831783314	0.00140970831783314
mmu_dRNA_3T3_mion_1	ENSMUST00000000964	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000000985	87	1562.02652962935	270.427677122904	0.527652584584106	206	1	0.000823793460688224	0.000823793460688224
mmu_dRNA_3T3_mion_1	ENSMUST00000001002	42	1854.28958106055	1253.17192943045	0.604779062413599	208	1	0.000929502524448412	0.000929502524448412
mmu_dRNA_3T3_mion_1	ENSMUST00000001009	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001027	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001036	11	1261.26138152059	319.500555799644	0.548211857328646	113	1	0.0010567514133571	0.0010567514133571
mmu_dRNA_3T3_mion_1	ENSMUST00000001040	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001042	174	1673.72094956233	177.566518725561	0.651970916373465	212	1	0.00128158735419657	0.00128158735419657
mmu_dRNA_3T3_mion_1	ENSMUST00000001043	61	1417.38527696171	664.603067968338	0.543023688671289	198	1	0.000974505154886976	0.000974505154886976
mmu_dRNA_3T3_mion_1	ENSMUST00000001046	7658	558.964228443778	34.4967033305781	0.244326579806165	155	1	0.000800375266341031	0.000800375266341031
mmu_dRNA_3T3_mion_1	ENSMUST00000001047	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001051	7916	498.955639698531	34.6485175786526	0.198435846414593	140	1	0.000689669563001512	0.000689669563001512
mmu_dRNA_3T3_mion_1	ENSMUST00000001059	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001063	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001079	73	1947.27036281525	1016.59526366994	0.568793261093325	250	1	0.000777173305904114	0.000777173305904114
mmu_dRNA_3T3_mion_1	ENSMUST00000001080	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001081	42	1927.50371771249	128.477636518841	0.54058367702829	324	1	0.000733814916056066	0.000733814916056066
mmu_dRNA_3T3_mion_1	ENSMUST00000001092	15	1805.66885706719	901.329027836608	0.537624601183458	321	1	0.00078316778674736	0.00078316778674736
mmu_dRNA_3T3_mion_1	ENSMUST00000001108	52	1875.77017914	941.122281984391	0.524013897262559	181	1	0.000649587588607897	0.000649587588607897
mmu_dRNA_3T3_mion_1	ENSMUST00000001109	46	1836.17442713868	84.905454044858	0.616189563420026	226	1	0.000997067667801231	0.000997067667801231
mmu_dRNA_3T3_mion_1	ENSMUST00000001112	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001115	34	3021.38867873127	50.7656693913043	0.662208429355956	390	1	0.000745007929088752	0.000745007929088752
mmu_dRNA_3T3_mion_1	ENSMUST00000001116	11	1880.5532992324	906.793969596534	0.595579922715577	348	1	0.000960930003703119	0.000960930003703119
mmu_dRNA_3T3_mion_1	ENSMUST00000001126	13	1974.64598832768	10.9778316997532	0.544602812537189	231	1	0.000685853281468085	0.000685853281468085
mmu_dRNA_3T3_mion_1	ENSMUST00000001127	119	1631.38114528292	350.535042032248	0.578768211573986	207	1	0.000964622339860472	0.000964622339860472
mmu_dRNA_3T3_mion_1	ENSMUST00000001147	819	1940.73349311649	850.704900356927	0.521871487680438	148	1	0.000608840024485757	0.000608840024485757
mmu_dRNA_3T3_mion_1	ENSMUST00000001148	35	1288.69110549246	556.399128770404	0.556406929128791	283	1	0.00124722028867148	0.00124722028867148
mmu_dRNA_3T3_mion_1	ENSMUST00000001155	33	2036.33846504643	280.234291393686	0.654811197432513	252	1	0.00106311968634156	0.00106311968634156
mmu_dRNA_3T3_mion_1	ENSMUST00000001156	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001166	10	1980.92915226552	735.599362773201	0.572222821732001	713	1	0.00105500028246613	0.00105500028246613
mmu_dRNA_3T3_mion_1	ENSMUST00000001172	17	1395.43678217596	568.590444965384	0.52903696429608	192	1	0.000933417446951726	0.000933417446951726
mmu_dRNA_3T3_mion_1	ENSMUST00000001179	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001181	531	1769.90064538848	823.441859993075	0.535535958530995	176	1	0.000723394651671301	0.000723394651671301
mmu_dRNA_3T3_mion_1	ENSMUST00000001184	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001185	41	1446.51759236323	719.136112151838	0.555280490240257	172	1	0.00097967132867763	0.00097967132867763
mmu_dRNA_3T3_mion_1	ENSMUST00000001186	83	866.657912346183	34.045470039758	0.401208613079192	170	1	0.000961778643013562	0.000961778643013562
mmu_dRNA_3T3_mion_1	ENSMUST00000001187	159	1990.10169770121	37.9335289028769	0.693214560364262	211	1	0.00127008316163336	0.00127008316163336
mmu_dRNA_3T3_mion_1	ENSMUST00000001202	31	2438.0632886834	1502.00119112658	0.605509090379179	337	1	0.000730540895935237	0.000730540895935237
mmu_dRNA_3T3_mion_1	ENSMUST00000001204	388	976.75255511622	317.427816464106	0.478009918949322	183	1	0.00115369104515142	0.00115369104515142
mmu_dRNA_3T3_mion_1	ENSMUST00000001226	38	1642.90718129515	619.350274939367	0.519560952213318	228	0	0.000764311256381245	0.000764311256381245
mmu_dRNA_3T3_mion_1	ENSMUST00000001240	79	1668.2042420196	740.248394924882	0.53519747229929	280	1	0.000829453807907659	0.000829453807907659
mmu_dRNA_3T3_mion_1	ENSMUST00000001242	58	1403.4859532207	61.8877334066425	0.482321012050232	214	1	0.000783278717712037	0.000783278717712037
mmu_dRNA_3T3_mion_1	ENSMUST00000001256	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001258	75	2239.44225865628	1135.92764888338	0.56933930849775	303	1	0.000682702329165171	0.000682702329165171
mmu_dRNA_3T3_mion_1	ENSMUST00000001280	28	2679.79593607277	217.12871440235	0.705618566169099	347	1	0.00102750237185671	0.00102750237185671
mmu_dRNA_3T3_mion_1	ENSMUST00000001319	57	1884.36590856484	1212.72573126028	0.611265201629583	226	1	0.000948191138896066	0.000948191138896066
mmu_dRNA_3T3_mion_1	ENSMUST00000001326	88	1895.73363250938	996.334251808012	0.550952287496765	217	1	0.00073086928480044	0.00073086928480044
mmu_dRNA_3T3_mion_1	ENSMUST00000001327	19	2031.25518620368	678.762558404153	0.559774320553409	227	1	0.000704757387103261	0.000704757387103261
mmu_dRNA_3T3_mion_1	ENSMUST00000001339	81	1224.6335209506	15.9067698442339	0.786488078320033	314	0	0.00404507316842035	0.00404507316842035
mmu_dRNA_3T3_mion_1	ENSMUST00000001347	20	1414.54344465315	27.6215517526458	0.67420178408689	343	1	0.0019312184947653	0.0019312184947653
mmu_dRNA_3T3_mion_1	ENSMUST00000001384	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001402	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001412	33	1816.41386711145	918.502045481127	0.545388047393543	334	1	0.00080927345802617	0.00080927345802617
mmu_dRNA_3T3_mion_1	ENSMUST00000001415	10	1184.42094385552	214.219115705383	0.594120728082097	382	1	0.00182421312601138	0.00182421312601138
mmu_dRNA_3T3_mion_1	ENSMUST00000001416	144	1951.36003915707	29.8071179190423	0.751651631022286	235	1	0.0017633840062796	0.0017633840062796
mmu_dRNA_3T3_mion_1	ENSMUST00000001419	139	983.967615881794	290.405356660512	0.518510102132511	176	1	0.00133283407823225	0.00133283407823225
mmu_dRNA_3T3_mion_1	ENSMUST00000001439	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001451	82	2171.45758305049	1239.19507324961	0.563216742771601	175	1	0.000645876504821713	0.000645876504821713
mmu_dRNA_3T3_mion_1	ENSMUST00000001452	657	1958.73590356686	48.5931612511615	0.716007782397813	215	1	0.00144587448524462	0.00144587448524462
mmu_dRNA_3T3_mion_1	ENSMUST00000001455	66	1652.65319782851	1002.67758896988	0.581770289351253	259	1	0.000998118123011879	0.000998118123011879
mmu_dRNA_3T3_mion_1	ENSMUST00000001456	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001460	228	1836.49268694702	1006.3140893459	0.578279159037951	263	1	0.000871460582516078	0.000871460582516078
mmu_dRNA_3T3_mion_1	ENSMUST00000001479	676	1933.51815311722	1085.96970968778	0.564917558724928	151	1	0.000728416132222043	0.000728416132222043
mmu_dRNA_3T3_mion_1	ENSMUST00000001480	141	1900.39375806448	1069.45151073902	0.581607742767691	275	1	0.000855239897953614	0.000855239897953614
mmu_dRNA_3T3_mion_1	ENSMUST00000001485	111	1654.19418264676	114.225200690306	0.679596670859644	241	1	0.00150090215703439	0.00150090215703439
mmu_dRNA_3T3_mion_1	ENSMUST00000001507	390	1748.20178316272	789.387354246502	0.534937257092648	138	1	0.000714349910319526	0.000714349910319526
mmu_dRNA_3T3_mion_1	ENSMUST00000001513	250	1798.69038625002	42.2187301361517	0.678844620660575	206	1	0.0013271616431464	0.0013271616431464
mmu_dRNA_3T3_mion_1	ENSMUST00000001520	84	2240.76052633392	323.87471338721	0.670126396861985	214	0	0.0010023207565527	0.0010023207565527
mmu_dRNA_3T3_mion_1	ENSMUST00000001522	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001538	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001544	37	1886.18291674376	1015.21135878508	0.585504375302619	325	1	0.000904807941620378	0.000904807941620378
mmu_dRNA_3T3_mion_1	ENSMUST00000001547	1780	1971.7065551893	1086.61635379007	0.54351194309255	153	1	0.000654661859865454	0.000654661859865454
mmu_dRNA_3T3_mion_1	ENSMUST00000001548	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001559	22	1881.8718553783	418.017056011933	0.615540350593801	346	0	0.00104243930954197	0.00104243930954197
mmu_dRNA_3T3_mion_1	ENSMUST00000001562	87	2188.32129185022	1002.88725267127	0.548315678245677	265	1	0.000631166308707285	0.000631166308707285
mmu_dRNA_3T3_mion_1	ENSMUST00000001565	49	1698.91750418815	36.2125962533971	0.683162014889616	219	1	0.00145696446980417	0.00145696446980417
mmu_dRNA_3T3_mion_1	ENSMUST00000001566	3475	1613.19567161031	245.414168489801	0.623630280883096	144	0	0.00112780204935985	0.00112780204935985
mmu_dRNA_3T3_mion_1	ENSMUST00000001569	85	1388.03438487847	410.816793320369	0.524276804806871	286	1	0.00100002572375237	0.00100002572375237
mmu_dRNA_3T3_mion_1	ENSMUST00000001583	21	1056.5628390751	649.79292564219	0.636379968123724	283	1	0.00226241932274758	0.00226241932274758
mmu_dRNA_3T3_mion_1	ENSMUST00000001592	47	3211.41456138576	51.3536314106252	0.794910846681004	239	1	0.00130396624943445	0.00130396624943445
mmu_dRNA_3T3_mion_1	ENSMUST00000001595	194	1617.40675799575	742.043836376559	0.541115924175884	193	1	0.000827853143355928	0.000827853143355928
mmu_dRNA_3T3_mion_1	ENSMUST00000001599	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001611	32	1767.85515714117	869.770000813532	0.565051924202445	283	1	0.000874916994954676	0.000874916994954676
mmu_dRNA_3T3_mion_1	ENSMUST00000001620	37	2097.49586221226	77.9194944863216	0.744072453157203	243	1	0.00156773380823574	0.00156773380823574
mmu_dRNA_3T3_mion_1	ENSMUST00000001672	109	1846.27751207035	79.7040925095037	0.742242106013085	187	1	0.00173545990896714	0.00173545990896714
mmu_dRNA_3T3_mion_1	ENSMUST00000001675	19	1594.63234885202	647.292404808375	0.561993315873195	337	1	0.00102022676425651	0.00102022676425651
mmu_dRNA_3T3_mion_1	ENSMUST00000001706	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001709	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001711	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001712	57	2025.81776049575	892.846290911339	0.509468597505717	201	1	0.00056915572163316	0.00056915572163316
mmu_dRNA_3T3_mion_1	ENSMUST00000001713	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001715	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001716	47	681.373693736474	24.4358043313118	0.253083241160761	202	1	0.000706833274394811	0.000706833274394811
mmu_dRNA_3T3_mion_1	ENSMUST00000001724	113	1622.46209453084	557.073344568591	0.523619278678083	244	1	0.000797382357036018	0.000797382357036018
mmu_dRNA_3T3_mion_1	ENSMUST00000001757	78	1091.99848235418	46.8938907818971	0.573212891856994	172	1	0.00145988130163207	0.00145988130163207
mmu_dRNA_3T3_mion_1	ENSMUST00000001780	515	1902.42916865818	693.487133514027	0.524364710299763	185	1	0.000641919474997721	0.000641919474997721
mmu_dRNA_3T3_mion_1	ENSMUST00000001801	45	2614.19576138641	135.063311861331	0.662467857789017	198	1	0.000812302065885577	0.000812302065885577
mmu_dRNA_3T3_mion_1	ENSMUST00000001802	52	1730.3726617338	635.40013318246	0.540224678426922	274	1	0.000806782083003041	0.000806782083003041
mmu_dRNA_3T3_mion_1	ENSMUST00000001806	14	2105.44270533039	82.1842350834416	0.616392433829242	471	1	0.000983106196536857	0.000983106196536857
mmu_dRNA_3T3_mion_1	ENSMUST00000001809	3109	1716.24424171016	772.002912581772	0.534792194118721	133	1	0.00072608948781712	0.00072608948781712
mmu_dRNA_3T3_mion_1	ENSMUST00000001812	146	2005.83217887881	1204.35974734068	0.584013446523	177	1	0.000767661392328173	0.000767661392328173
mmu_dRNA_3T3_mion_1	ENSMUST00000001818	42	2106.12211888311	235.396742596601	0.649538044023632	134	1	0.00093978802883356	0.00093978802883356
mmu_dRNA_3T3_mion_1	ENSMUST00000001825	80	1547.15784626909	738.340381658031	0.542137101441099	215	1	0.000888828535665511	0.000888828535665511
mmu_dRNA_3T3_mion_1	ENSMUST00000001826	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001834	335	1660.47304734449	413.370686828692	0.591650090538183	141	0	0.000953541218158884	0.000953541218158884
mmu_dRNA_3T3_mion_1	ENSMUST00000001836	72	1785.42295957155	695.965772310345	0.554613041272159	207	1	0.000788913143429919	0.000788913143429919
mmu_dRNA_3T3_mion_1	ENSMUST00000001845	439	1449.62712860776	66.5151126182387	0.55800317203588	113	1	0.000944511486077639	0.000944511486077639
mmu_dRNA_3T3_mion_1	ENSMUST00000001884	34	2185.79525063641	128.784012159365	0.652549223481529	265	1	0.000977774974003319	0.000977774974003319
mmu_dRNA_3T3_mion_1	ENSMUST00000001900	75	1412.61094774424	158.923421701391	0.562873699364187	203	1	0.00106453099298406	0.00106453099298406
mmu_dRNA_3T3_mion_1	ENSMUST00000001920	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001927	183	1943.54791871239	1176.95343763312	0.572868566873584	197	1	0.000767914653360385	0.000767914653360385
mmu_dRNA_3T3_mion_1	ENSMUST00000001950	38	2023.10462404643	940.726492820978	0.542584182433681	279	1	0.000680116665486809	0.000680116665486809
mmu_dRNA_3T3_mion_1	ENSMUST00000001963	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000001974	47	2185.08090637971	64.3547264997912	0.618836216979223	182	1	0.000810523484281709	0.000810523484281709
mmu_dRNA_3T3_mion_1	ENSMUST00000001975	171	1949.03914698901	1203.02575764614	0.590869664832092	251	1	0.000850515659034606	0.000850515659034606
mmu_dRNA_3T3_mion_1	ENSMUST00000001989	267	2293.50334770243	997.186813373316	0.534122527600778	237	1	0.0005574934434963	0.0005574934434963
mmu_dRNA_3T3_mion_1	ENSMUST00000002007	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000002013	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000002029	130	1333.57143354361	71.8542915905275	0.575868560630241	175	1	0.00117192572226095	0.00117192572226095
mmu_dRNA_3T3_mion_1	ENSMUST00000002043	98	1490.95676028407	768.813363465371	0.545271479671229	208	1	0.00093464905087438	0.00093464905087438
mmu_dRNA_3T3_mion_1	ENSMUST00000002044	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000002048	NA	NA	NA	NA	NA	0	NA	NA
mmu_dRNA_3T3_mion_1	ENSMUST00000002063	NA	NA	NA	NA	NA	0	NA	NA
