transcript,name,gene,n_readlength,maxmean_readlength,sigma_readlength,prop_readlength,min_readlength,n_polyA,maxmean_polyA,sigma_polyA,prop_polyA,min_polyA,t5,transcript_id,hist5p_0,hist5p_1,hist5p_2,hist5p_3,hist5p_4,hist5p_5,hist5p_6,hist5p_7,hist5p_8,hist5p_9,hist3p_0,hist3p_1,hist3p_2,hist3p_3,hist3p_4,hist3p_5,hist3p_6,hist3p_7,hist3p_8,hist3p_9
ENSMUST00000088452,Slc38a1,ENSMUSG00000023169,123.0,1737.91295475479,1071.20343340477,0.577652009082962,171.0,84.0,151.538598789685,83.7802402108064,0.549284755863371,10.0,2.7726097362445601,ENSMUST00000088452,0.0,0.0573770491803278,0.1065573770491803,0.0163934426229508,0.0163934426229508,0.0491803278688524,0.0655737704918032,0.1229508196721311,0.221311475409836,0.3442622950819672,0.0,0.0,0.0,0.1639344262295081,0.0,0.0245901639344262,0.0,0.0,0.0,0.8114754098360656
ENSMUST00000179781,Bsg,ENSMUSG00000023175,2490.0,1324.10927448944,39.4067478243273,0.648645627652773,132.0,1791.0,135.384064339476,60.9305746762551,0.496529806722878,1.0,57.300285302422303,ENSMUST00000179781,0.4064257028112449,0.0200803212851405,0.0325301204819277,0.0301204819277108,0.0473895582329317,0.1485943775100401,0.1064257028112449,0.0831325301204819,0.1128514056224899,0.0124497991967871,0.0,0.0008032128514056,0.0,0.0,0.0016064257028112,0.0112449799196787,0.0120481927710843,0.0012048192771084,0.0100401606425702,0.9630522088353414
ENSMUST00000024042,Creld2,ENSMUSG00000023272,270.0,1433.60782046709,97.8416532254979,0.707347001737165,128.0,182.0,157.415945539305,65.7150161404994,0.504479994755557,6.22,--,ENSMUST00000024042,0.2888888888888888,0.0407407407407407,0.0666666666666666,0.0592592592592592,0.0666666666666666,0.0814814814814814,0.1777777777777777,0.1222222222222222,0.0962962962962963,0.0,0.0037037037037037,0.0,0.0074074074074074,0.0,0.0037037037037037,0.0,0.0,0.0074074074074074,0.0,0.9777777777777776
ENSMUST00000024056,Ube2j2,ENSMUSG00000023286,136.0,1519.31333727966,112.340121147013,0.505071193065697,191.0,98.0,135.868457287019,74.8049183409754,0.561996643565579,18.92,1.89990746470084,ENSMUST00000024056,0.6102941176470589,0.1176470588235294,0.1323529411764706,0.125,0.0073529411764705,0.0,0.0,0.0,0.0,0.0073529411764705,0.0,0.0,0.0,0.0220588235294117,0.9705882352941176,0.0,0.0,0.0,0.0,0.0073529411764705
ENSMUST00000170908,Dtwd1,ENSMUSG00000023330,53.0,1418.86356119308,90.4313417757184,0.574449264589782,238.0,36.0,162.387115601035,40.7927237996315,0.572341676285059,20.66,0.84311735864394599,ENSMUST00000170908,0.490566037735849,0.0188679245283018,0.0566037735849056,0.0566037735849056,0.0377358490566037,0.0943396226415094,0.0566037735849056,0.1320754716981132,0.0566037735849056,0.0,0.0,0.0,0.0,0.0,0.0,0.0188679245283018,0.0,0.0,0.0,0.981132075471698
ENSMUST00000024123,Agap3,ENSMUSG00000023353,156.0,1395.03500390601,779.238539474019,0.559846638511028,149.0,115.0,159.512639917436,64.4368221966954,0.524024961768645,18.45,3.1073799094599202,ENSMUST00000024123,0.0384615384615384,0.0192307692307692,0.0384615384615384,0.0641025641025641,0.0512820512820512,0.0192307692307692,0.1217948717948717,0.1794871794871795,0.3269230769230769,0.141025641025641,0.0,0.0,0.0,0.0128205128205128,0.0,0.0064102564102564,0.0064102564102564,0.0064102564102564,0.0192307692307692,0.9487179487179488
ENSMUST00000172132,Tpi1,ENSMUSG00000023456,1440.0,1420.66662142724,57.4467378094337,0.742830680420281,127.0,1027.0,132.493726358052,54.9607324251733,0.507768953565369,12.53,9.4302994923376495,ENSMUST00000172132,0.2423611111111111,0.0486111111111111,0.0715277777777777,0.1125,0.0944444444444444,0.0972222222222222,0.1326388888888889,0.1291666666666666,0.0715277777777777,0.0,0.0,0.0,0.0006944444444444,0.0013888888888888,0.0013888888888888,0.0027777777777777,0.0034722222222222,0.0041666666666666,0.0215277777777777,0.9645833333333332
ENSMUST00000070538,Rab12,ENSMUSG00000023460,255.0,1424.33179342242,636.968518354116,0.54790833727228,164.0,156.0,166.940566189113,68.0973949023034,0.511593151580116,13.0,4.3723047207873202,ENSMUST00000070538,0.1647058823529411,0.0156862745098039,0.0666666666666666,0.0313725490196078,0.0509803921568627,0.0901960784313725,0.0980392156862745,0.196078431372549,0.2,0.0862745098039215,0.0,0.0039215686274509,0.0,0.0,0.0,0.0039215686274509,0.0,0.0078431372549019,0.0,0.984313725490196
ENSMUST00000024486,Mrps23,ENSMUSG00000023723,162.0,1139.72864173876,222.852077614727,0.514976118187038,93.0,117.0,153.440587581761,69.5135453662977,0.497696900713834,18.04,3.4907174053192498,ENSMUST00000024486,0.2962962962962963,0.0493827160493827,0.1728395061728395,0.1543209876543209,0.0925925925925925,0.0864197530864197,0.0555555555555555,0.0493827160493827,0.0308641975308641,0.0123456790123456,0.0,0.0,0.0,0.0,0.0,0.191358024691358,0.0,0.0061728395061728,0.0864197530864197,0.7160493827160493
ENSMUST00000096109,Pigx,ENSMUSG00000023791,85.0,1069.42879642439,283.742719391934,0.41216694269313,171.0,53.0,152.539461487623,47.2593367928486,0.543443775374949,21.79,9.6677136845581106,ENSMUST00000096109,0.6941176470588235,0.0941176470588235,0.0823529411764705,0.0,0.0117647058823529,0.0352941176470588,0.0235294117647058,0.0352941176470588,0.0235294117647058,0.0,0.0,0.0,0.0,0.0,0.0235294117647058,0.0117647058823529,0.0,0.0,0.0,0.9647058823529412
ENSMUST00000072156,Tiam2,ENSMUSG00000023800,108.0,1684.75654467632,965.140479171322,0.561616090290202,181.0,69.0,195.545469099261,48.0698003633028,0.603444068602156,11.31,0.44613036210786799,ENSMUST00000072156,0.0,0.0092592592592592,0.0,0.0,0.0555555555555555,0.037037037037037,0.1296296296296296,0.2685185185185185,0.3611111111111111,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092592592592592,0.0,0.9907407407407408
ENSMUST00000233792,Acat2,ENSMUSG00000023832,698.0,893.097117645589,326.293576240459,0.507575619456701,142.0,481.0,151.446036529365,73.499235562762,0.531658716403461,14.0,9.4706424667299896,ENSMUST00000233792,0.0071736011477761,0.0,0.0143472022955523,0.0746054519368723,0.103299856527977,0.103299856527977,0.1463414634146341,0.2697274031563845,0.2252510760401721,0.0559540889526542,0.0,0.0014347202295552,0.0057388809182209,0.0,0.0,0.0,0.0043041606886657,0.0086083213773314,0.0086083213773314,0.9713055954088952
ENSMUST00000170872,Thbs2,ENSMUSG00000023885,1661.0,1697.11544792498,1040.3204856135,0.567069908089048,107.0,1128.0,166.763175237714,59.2782120844232,0.488167197288832,5.19,3.4798788854107601,ENSMUST00000170872,0.0174593618302227,0.0132450331125827,0.0174593618302227,0.0373269114990969,0.0951234196267308,0.164358819987959,0.24683925346177,0.1005418422636965,0.172787477423239,0.1348585189644792,0.0,0.0024081878386514,0.0,0.0,0.0018061408789885,0.0024081878386514,0.0018061408789885,0.4726068633353401,0.0752558699578567,0.4437086092715231
ENSMUST00000024698,Tnfrsf12a,ENSMUSG00000023905,2013.0,1022.26801707391,56.8885697370143,0.531659617124624,128.0,1529.0,155.464456589465,58.0821240385117,0.50287481537582,3.08,0.28277720130367201,ENSMUST00000024698,0.4848334162108403,0.0576827449030333,0.0561909497762307,0.0676280457483839,0.0730979612133267,0.0740924912978617,0.0691198408751864,0.0750870213823968,0.0363003480855295,0.0059671805072103,0.0,0.0004972650422675,0.0,0.0034808552958727,0.0019890601690701,0.0014917951268025,0.0014917951268025,0.0004972650422675,0.0039781203381402,0.9865738438587768
ENSMUST00000024739,Hsp90ab1,ENSMUSG00000023944,15598.0,1258.396271049,549.268147110722,0.515175349115516,77.0,10896.0,136.873008878803,61.468503976698,0.50460113343141,1.55,11.063525500925801,ENSMUST00000024739,0.0323800974608874,0.0080789946140035,0.0530264170300077,0.0832905873300846,0.0554629392151833,0.076686329828161,0.2602590407796871,0.1801744036932547,0.1742113362400615,0.0764298538086688,0.0,0.0003205950243652,0.0124390869453706,0.0031418312387791,0.000128238009746,0.0012823800974608,0.0028853552192869,0.0010900230828417,0.0020518081559374,0.9766606822262118
ENSMUST00000071648,Vegfa,ENSMUSG00000023951,69.0,1311.42207435092,880.315306830233,0.596645459786373,182.0,47.0,150.388598915712,90.5001706765747,0.563066492418604,10.39,0.1,ENSMUST00000071648,0.081967213114754,0.0491803278688524,0.0327868852459016,0.0655737704918032,0.0163934426229508,0.0327868852459016,0.081967213114754,0.081967213114754,0.2459016393442623,0.3114754098360656,0.0,0.0,0.0,0.0,0.0,0.1311475409836065,0.0,0.0,0.1475409836065573,0.7213114754098361
ENSMUST00000067103,Taf8,ENSMUSG00000023980,45.0,1975.33360178189,691.354438630458,0.538642238448128,226.0,37.0,178.056522947536,70.828810603937,0.536947021944793,18.18,0.32127985339523202,ENSMUST00000067103,0.2222222222222222,0.0444444444444444,0.0222222222222222,0.0888888888888888,0.0888888888888888,0.1777777777777777,0.1555555555555555,0.1777777777777777,0.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0444444444444444,0.9555555555555556
ENSMUST00000024783,Bysl,ENSMUSG00000023988,363.0,1325.81293223973,531.473136130575,0.523618743361303,91.0,259.0,133.962066697368,54.0620773239029,0.519588086320643,13.61,1.3656692173056999,ENSMUST00000024783,0.1682242990654205,0.1339563862928348,0.1806853582554517,0.1775700934579439,0.2118380062305296,0.0467289719626168,0.0591900311526479,0.0155763239875389,0.0062305295950155,0.0,0.0031152647975077,0.0062305295950155,0.0,0.0,0.0093457943925233,0.7850467289719626,0.0249221183800623,0.1339563862928348,0.0155763239875389,0.0218068535825545
ENSMUST00000078800,Nfya,ENSMUSG00000023994,114.0,1359.49843285119,778.852323389866,0.554436373251533,146.0,78.0,189.908660888465,68.5440859492741,0.518582824026285,9.21,0.41023340031863098,ENSMUST00000078800,0.0175438596491228,0.0175438596491228,0.0087719298245614,0.0175438596491228,0.0087719298245614,0.1052631578947368,0.1052631578947368,0.2982456140350877,0.1491228070175438,0.2719298245614035,0.0,0.0,0.0,0.0,0.0087719298245614,0.0,0.0,0.0,0.0,0.9912280701754386
ENSMUST00000121285,Brd4,ENSMUSG00000024002,281.0,1337.04973766323,843.822419178701,0.5621575501314,168.0,186.0,171.501772219122,63.7768878694706,0.507823957343477,8.19,1.5223860627671499,ENSMUST00000121285,0.0,0.0071174377224199,0.0106761565836298,0.0035587188612099,0.0035587188612099,0.0177935943060498,0.0640569395017793,0.1459074733096085,0.302491103202847,0.4448398576512455,0.0,0.0,0.0,0.0071174377224199,0.0,0.0,0.0,0.0,0.0,0.99288256227758
ENSMUST00000024802,Ppil1,ENSMUSG00000024007,379.0,1279.61468995095,66.2390379111328,0.622866976613472,186.0,276.0,151.802094498196,57.0721392066188,0.512104167077225,16.81,2.0117755780530699,ENSMUST00000024802,0.0369393139841688,0.3614775725593667,0.0606860158311345,0.0765171503957783,0.1081794195250659,0.079155672823219,0.0870712401055409,0.1187335092348284,0.0712401055408971,0.0,0.0,0.0,0.0,0.0079155672823219,0.0,0.0,0.0026385224274406,0.0184696569920844,0.0079155672823219,0.9630606860158312
ENSMUST00000236335,Glo1,ENSMUSG00000024026,681.0,1256.99247493051,510.856857012094,0.514974811747822,166.0,488.0,143.429786478058,58.183146001292,0.499513855062802,5.58,11.120560557950601,ENSMUST00000236335,0.5900900900900901,0.3768768768768769,0.0105105105105105,0.0105105105105105,0.0015015015015015,0.0,0.009009009009009,0.0,0.0,0.0015015015015015,0.1486486486486486,0.8168168168168168,0.0,0.0225225225225225,0.0015015015015015,0.0,0.009009009009009,0.0,0.0,0.0015015015015015
ENSMUST00000171171,Wdr4,ENSMUSG00000024037,157.0,1565.53200070071,676.862050907119,0.512114352416547,209.0,116.0,155.740777421817,71.8976669000755,0.544132214516865,16.21,1.47293147983436,ENSMUST00000171171,0.0,0.25,0.1025641025641025,0.1538461538461538,0.1794871794871795,0.0769230769230769,0.0256410256410256,0.0448717948717948,0.0897435897435897,0.0769230769230769,0.0,0.0,0.0,0.0064102564102564,0.0,0.717948717948718,0.0,0.0,0.0,0.2756410256410256
ENSMUST00000002699,Akap8,ENSMUSG00000024045,267.0,1215.62798325758,630.361324501791,0.540838173316083,155.0,171.0,191.10943795616,80.7820087783015,0.518056880353081,10.84,1.89712084335243,ENSMUST00000002699,0.0074906367041198,0.0037453183520599,0.0636704119850187,0.0749063670411985,0.1535580524344569,0.1573033707865168,0.1835205992509363,0.0749063670411985,0.1348314606741573,0.146067415730337,0.0,0.0,0.0037453183520599,0.0,0.0,0.0,0.2584269662921348,0.2397003745318352,0.0,0.49812734082397
ENSMUST00000148960,Myl12a,ENSMUSG00000024048,3754.0,1007.85637620959,83.0950273812582,0.290570565145953,138.0,2590.0,140.556490379338,55.2192674920752,0.479830443047743,2.2,11.388208618204599,ENSMUST00000148960,0.0151838039424613,0.4677677144379328,0.3524240809802877,0.041555673947789,0.0500799147575919,0.0511454448588172,0.0162493340436867,0.0037293553542887,0.0018646776771443,0.0,0.0,0.0002663825253063,0.0002663825253063,0.0005327650506126,0.0005327650506126,0.0026638252530633,0.954448588172616,0.0122535961640916,0.0037293553542887,0.0253063399041022
ENSMUST00000129635,Lpin2,ENSMUSG00000024052,136.0,1437.60486808061,886.482259460247,0.5593895743094,153.0,89.0,179.148319631174,76.391761883552,0.511673811512774,5.17,1.2007030286343801,ENSMUST00000129635,0.0073529411764705,0.0,0.0220588235294117,0.0073529411764705,0.0220588235294117,0.0441176470588235,0.1102941176470588,0.1323529411764706,0.3161764705882353,0.3382352941176471,0.0,0.0,0.0073529411764705,0.0,0.0,0.0514705882352941,0.0,0.0220588235294117,0.0,0.9191176470588236
ENSMUST00000233057,Emilin2,ENSMUSG00000024053,298.0,1731.69833639151,930.134449101908,0.548569306915953,182.0,216.0,156.95713623405,53.9839804095447,0.44943285034287,3.75,6.3232151307611,ENSMUST00000233057,0.0201342281879194,0.0167785234899328,0.0201342281879194,0.0402684563758389,0.0369127516778523,0.1476510067114094,0.1275167785234899,0.1174496644295302,0.2449664429530201,0.2281879194630872,0.0,0.0,0.0,0.0,0.0,0.0067114093959731,0.0033557046979865,0.0,0.0,0.9899328859060402
ENSMUST00000024857,Lbh,ENSMUSG00000024063,742.0,1344.64630616222,700.759937027531,0.548978940665151,127.0,483.0,166.01651376685,66.2985288670941,0.498144024750612,3.09,0.49167626744165199,ENSMUST00000024857,0.0902964959568733,0.0283018867924528,0.0417789757412398,0.0525606469002695,0.0498652291105121,0.0646900269541779,0.1293800539083558,0.1563342318059299,0.2708894878706199,0.1159029649595687,0.0,0.0013477088948787,0.0929919137466307,0.0013477088948787,0.0013477088948787,0.0013477088948787,0.0013477088948787,0.0013477088948787,0.0026954177897574,0.8962264150943396
ENSMUST00000233581,Dpy30,ENSMUSG00000024067,408.0,749.51914000808,40.9519723164526,0.383994504252112,195.0,286.0,137.32152214671,62.9632278177505,0.529324335177626,9.26,6.8553723927556396,ENSMUST00000233581,0.3578431372549019,0.3676470588235294,0.0367647058823529,0.0539215686274509,0.0490196078431372,0.0465686274509803,0.0441176470588235,0.034313725490196,0.0098039215686274,0.0,0.0,0.0,0.0,0.0,0.0,0.0049019607843137,0.0024509803921568,0.0,0.0049019607843137,0.9877450980392156
ENSMUST00000024869,Spast,ENSMUSG00000024068,180.0,1486.05784786126,882.387889829271,0.562532323654397,235.0,114.0,164.769422850893,60.0818422352385,0.529019913025009,16.54,2.0835800008264398,ENSMUST00000024869,0.0611111111111111,0.0666666666666666,0.0833333333333333,0.1555555555555555,0.0333333333333333,0.0555555555555555,0.1055555555555555,0.0888888888888888,0.1611111111111111,0.1888888888888888,0.0,0.0,0.0,0.0,0.3555555555555555,0.0,0.0111111111111111,0.0555555555555555,0.0,0.5777777777777777
ENSMUST00000179074,Slc30a6,ENSMUSG00000024069,60.0,1624.51400084145,271.620549837753,0.626278646936022,226.0,34.0,159.808461024137,70.057034907531,0.541058401105016,4.86,1.5769727941004901,ENSMUST00000179074,0.4,0.0,0.1166666666666666,0.0666666666666666,0.0666666666666666,0.05,0.1833333333333333,0.0166666666666666,0.1,0.0,0.0,0.0,0.0166666666666666,0.0,0.05,0.0,0.0,0.0166666666666666,0.6666666666666666,0.25
ENSMUST00000024873,Yipf4,ENSMUSG00000024072,545.0,1231.46739144237,484.952829154501,0.518147551070912,124.0,359.0,158.914225075231,73.2058506831329,0.504269400626185,4.04,4.2939487930898101,ENSMUST00000024873,0.2788990825688073,0.0532110091743119,0.0752293577981651,0.1321100917431192,0.1155963302752293,0.0862385321100917,0.1247706422018348,0.1137614678899082,0.018348623853211,0.0018348623853211,0.0,0.0,0.0,0.0,0.0036697247706422,0.3467889908256881,0.0055045871559633,0.0055045871559633,0.6220183486238532,0.0165137614678899
ENSMUST00000112498,Crim1,ENSMUSG00000024074,211.0,1536.30693879868,1072.13820204721,0.60611911235612,190.0,129.0,167.676501831741,65.9965327638896,0.485460490404187,4.71,1.27707499402123,ENSMUST00000112498,0.019047619047619,0.0142857142857142,0.0142857142857142,0.0,0.0238095238095238,0.0476190476190476,0.0904761904761904,0.1,0.2809523809523809,0.4095238095238095,0.0,0.0047619047619047,0.0,0.0,0.0142857142857142,0.0,0.0761904761904762,0.0047619047619047,0.0,0.9
ENSMUST00000086723,Man2a1,ENSMUSG00000024085,1426.0,1572.45655781156,906.151638892566,0.553978879805,163.0,929.0,179.193077201268,66.8201335589872,0.489080998456458,2.43,--,ENSMUST00000086723,0.0014035087719298,0.0,0.0049122807017543,0.0035087719298245,0.0119298245614035,0.0343859649122807,0.0561403508771929,0.1684210526315789,0.2933333333333333,0.4259649122807017,0.0007017543859649,0.0007017543859649,0.0,0.0007017543859649,0.0007017543859649,0.0021052631578947,0.0035087719298245,0.0175438596491228,0.0049122807017543,0.9691228070175438
ENSMUST00000024897,Vapa,ENSMUSG00000024091,1442.0,1219.6953058945,433.693507487591,0.532695202109833,161.0,922.0,156.987731589647,64.8649440975865,0.503959768823844,6.96,1.81362541273308,ENSMUST00000024897,0.2364771151178918,0.1352288488210818,0.1990291262135922,0.2794729542302357,0.1497919556171983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0762829403606102,0.9230235783633842,0.0,0.0,0.0006934812760055,0.0,0.0
ENSMUST00000061331,Hnrnpll,ENSMUSG00000024095,161.0,991.58310967906,549.114684048657,0.575752005541446,168.0,88.0,186.027408653773,82.6481507070527,0.518580852419433,5.83,7.8924444239076301,ENSMUST00000061331,0.0125,0.025,0.00625,0.0125,0.1125,0.16875,0.2125,0.23125,0.175,0.04375,0.0,0.0125,0.00625,0.0,0.0,0.0,0.01875,0.35,0.30625,0.30625
ENSMUST00000024905,Ralbp1,ENSMUSG00000024096,326.0,1529.81614500648,781.948386157773,0.537699600271182,145.0,223.0,146.132852836354,55.5628764416113,0.5063319587543,11.49,3.21700150383072,ENSMUST00000024905,0.0184615384615384,0.0153846153846153,0.0276923076923076,0.0123076923076923,0.0923076923076923,0.1353846153846153,0.083076923076923,0.1384615384615384,0.2523076923076923,0.2246153846153846,0.0,0.0092307692307692,0.0,0.0,0.0061538461538461,0.003076923076923,0.0369230769230769,0.0,0.0,0.9446153846153846
ENSMUST00000063417,Srsf7,ENSMUSG00000024097,582.0,1174.08726095288,558.41875440428,0.565652704054082,158.0,416.0,171.273326998809,75.9708259271372,0.519568377901001,5.24,3.9174967741805098,ENSMUST00000063417,0.3745704467353952,0.0584192439862542,0.0962199312714776,0.1151202749140893,0.0481099656357388,0.0326460481099656,0.0429553264604811,0.0670103092783505,0.1082474226804123,0.056701030927835,0.0,0.0,0.0034364261168384,0.0017182130584192,0.5584192439862543,0.0,0.0,0.0,0.0,0.436426116838488
ENSMUST00000024906,Twsg1,ENSMUSG00000024098,776.0,1509.79062381704,928.200176089639,0.572823084242941,143.0,541.0,167.621315721544,69.7630503974105,0.512125747000275,5.3,4.68020469060842,ENSMUST00000024906,0.0154639175257731,0.0154639175257731,0.0077319587628865,0.0231958762886597,0.0412371134020618,0.0721649484536082,0.1056701030927835,0.1881443298969072,0.2435567010309278,0.2873711340206185,0.0,0.0,0.0012886597938144,0.0012886597938144,0.0,0.009020618556701,0.0012886597938144,0.0064432989690721,0.0,0.9806701030927836
ENSMUST00000102927,Pdpk1,ENSMUSG00000024122,185.0,1562.35493553346,998.797015425596,0.570263847396916,188.0,114.0,194.756704311539,78.182490923112,0.515341413973738,15.3,0.99177802246779301,ENSMUST00000102927,0.0054054054054054,0.0,0.0108108108108108,0.0108108108108108,0.0,0.0162162162162162,0.0702702702702702,0.1675675675675675,0.2432432432432432,0.4756756756756757,0.0054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.027027027027027,0.0054054054054054,0.9621621621621622
ENSMUST00000024956,Rhoq,ENSMUSG00000024143,889.0,1600.64571114502,961.162066400553,0.568930721695763,154.0,566.0,150.531149046545,63.6711085422635,0.496559122051646,4.73,2.51110966939066,ENSMUST00000024956,0.0259887005649717,0.0180790960451977,0.0305084745762711,0.0497175141242937,0.055367231638418,0.0937853107344632,0.1661016949152542,0.135593220338983,0.1932203389830508,0.231638418079096,0.0,0.0,0.0056497175141242,0.0011299435028248,0.0090395480225988,0.0,0.0011299435028248,0.1740112994350282,0.0033898305084745,0.8056497175141243
ENSMUST00000024963,Mcfd2,ENSMUSG00000024150,290.0,1366.7201929115,496.920617416147,0.538660627269033,172.0,208.0,154.860769059268,63.3300590799607,0.490416328169278,5.26,7.1443664090518002,ENSMUST00000024963,0.1862068965517241,0.0482758620689655,0.0517241379310344,0.0896551724137931,0.1068965517241379,0.1344827586206896,0.1620689655172413,0.1724137931034483,0.0482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034482758620689,0.996551724137931,0.0
ENSMUST00000074370,Axin1,ENSMUSG00000024182,283.0,1555.50123601338,769.342335144181,0.538697466975092,179.0,191.0,155.981157721695,76.3126542087057,0.531764232768736,7.82,1.2541651310185999,ENSMUST00000074370,0.0106007067137809,0.0070671378091872,0.03886925795053,0.0212014134275618,0.0848056537102473,0.1024734982332155,0.1448763250883392,0.166077738515901,0.215547703180212,0.2084805653710247,0.0,0.0,0.0035335689045936,0.0,0.0,0.0,0.0035335689045936,0.0,0.0,0.9929328621908128
ENSMUST00000025025,Dusp1,ENSMUSG00000024190,63.0,1987.3639482822,36.3346090568997,0.65965916773638,136.0,48.0,163.276041885891,68.0608887898801,0.524871464976334,4.58,0.1,ENSMUST00000025025,0.4126984126984127,0.0317460317460317,0.0317460317460317,0.0158730158730158,0.0634920634920634,0.0317460317460317,0.0952380952380952,0.1111111111111111,0.1587301587301587,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSMUST00000231742,Nudt3,ENSMUSG00000024213,153.0,788.539670770089,187.009127204122,0.509588876125961,164.0,93.0,164.085933943611,68.3814208501722,0.538253875267136,19.42,3.5430136837192898,ENSMUST00000231742,0.0,0.0,0.0,0.0718954248366013,0.1633986928104575,0.130718954248366,0.2222222222222222,0.196078431372549,0.1764705882352941,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSMUST00000232873,Snrpc,ENSMUSG00000024217,624.0,800.544976877545,36.6429918449136,0.34849292295304,142.0,430.0,139.094880438675,62.7277678584385,0.521941601487327,11.96,14.148143928800501,ENSMUST00000232873,0.0,0.0016025641025641,0.6730769230769231,0.0833333333333333,0.0689102564102564,0.0432692307692307,0.0368589743589743,0.0608974358974358,0.0304487179487179,0.0016025641025641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016025641025641,0.998397435897436
ENSMUST00000114848,Taf11,ENSMUSG00000024218,149.0,1195.39107407377,206.615540581327,0.533596782583357,151.0,98.0,150.928701734211,74.678322566696,0.544065045127108,12.97,4.1404372401970999,ENSMUST00000114848,0.0,0.0,0.0134228187919463,0.0067114093959731,0.3624161073825503,0.1208053691275167,0.1879194630872483,0.1006711409395973,0.1476510067114094,0.0604026845637583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067114093959731,0.9932885906040269
ENSMUST00000114792,Fkbp5,ENSMUSG00000024222,88.0,1523.03039843205,539.813578225663,0.528937579878879,176.0,63.0,165.714182446765,64.8071581100357,0.51683214233442,9.45,3.1642236573836402,ENSMUST00000114792,0.0,0.0,0.0,0.0113636363636363,0.0795454545454545,0.1590909090909091,0.1590909090909091,0.1931818181818181,0.2159090909090909,0.1818181818181818,0.0,0.0,0.0,0.0,0.0,0.0113636363636363,0.0,0.0,0.0113636363636363,0.9772727272727272
ENSMUST00000025081,Zeb1,ENSMUSG00000024238,233.0,1287.41527721018,640.238964218423,0.544957277883971,204.0,154.0,176.694034712654,71.5013949979153,0.496730416876184,2.45,0.97263829792721401,ENSMUST00000025081,0.0042918454935622,0.0,0.0042918454935622,0.0,0.0214592274678111,0.1030042918454935,0.1373390557939914,0.223175965665236,0.4721030042918455,0.0343347639484978,0.0,0.0,0.0,0.0,0.0085836909871244,0.0214592274678111,0.0,0.0,0.03862660944206,0.9313304721030042
ENSMUST00000025095,Cox7a2l,ENSMUSG00000024248,1725.0,1139.1865252262,37.8975927618118,0.635387909908952,145.0,1236.0,116.07141006748,56.5008545533587,0.510931550900423,4.52,11.464337213838199,ENSMUST00000025095,0.3959420289855072,0.0463768115942029,0.0457971014492753,0.0568115942028985,0.0776811594202898,0.0979710144927536,0.1037681159420289,0.0852173913043478,0.0834782608695652,0.0069565217391304,0.0,0.0,0.001159420289855,0.0,0.0028985507246376,0.0017391304347826,0.0005797101449275,0.0,0.0005797101449275,0.9930434782608696
ENSMUST00000025106,Polr2d,ENSMUSG00000024258,221.0,1059.78672815257,165.589542790955,0.508907854087784,176.0,158.0,153.318100877897,56.31629022019,0.493177754220931,5.56,1.0074747707312599,ENSMUST00000025106,0.4660633484162896,0.0452488687782805,0.085972850678733,0.0452488687782805,0.0452488687782805,0.0814479638009049,0.0633484162895927,0.0769230769230769,0.085972850678733,0.004524886877828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSMUST00000070726,Slc39a6,ENSMUSG00000024270,498.0,1634.79620186659,1038.59733613954,0.587865879787752,181.0,332.0,144.406168598361,62.3515635890639,0.502154337328576,6.69,1.8811885395744701,ENSMUST00000070726,0.036144578313253,0.0120481927710843,0.0180722891566265,0.0261044176706827,0.0421686746987951,0.0622489959839357,0.1305220883534136,0.1566265060240964,0.253012048192771,0.2630522088353413,0.0,0.0,0.0,0.0,0.002008032128514,0.002008032128514,0.0,0.0080321285140562,0.0040160642570281,0.9839357429718876
ENSMUST00000025127,Mapre2,ENSMUSG00000024277,173.0,1835.83340174843,802.474667194398,0.543316723248165,187.0,114.0,143.847032653211,49.5589880411268,0.505516350986059,6.64,2.5150229548369198,ENSMUST00000025127,0.2080924855491329,0.0346820809248554,0.1213872832369942,0.1213872832369942,0.1271676300578034,0.1560693641618497,0.0289017341040462,0.0520231213872832,0.1040462427745664,0.0462427745664739,0.0,0.0,0.0057803468208092,0.0346820809248554,0.0057803468208092,0.0,0.6820809248554913,0.0,0.0057803468208092,0.2658959537572254
